# Run 6: x_init=0.303, y_init=0.219, heading_init=-0.388, lightX=0.101, lightY=0.446
timeStep,x,y,heading,sensorLeft,sensorMid,sensorRight,lightSensor,wheelLeft,wheelRight,state
133,0.235966,0.346400,119.988174,0.000000,0.000000,0.000000,0.028002,0.500000,-0.500000,TURN_RIGHT
134,0.244176,0.352109,123.129768,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
135,0.235966,0.346400,126.271362,0.000000,0.000000,0.000000,0.028002,0.500000,-0.500000,TURN_RIGHT
136,0.244176,0.352109,129.412949,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
137,0.235966,0.346400,132.554535,0.000000,0.000000,0.000000,0.028002,0.500000,-0.500000,TURN_RIGHT
138,0.244176,0.352109,135.696121,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
139,0.235966,0.346400,138.837708,0.000000,0.000000,0.000000,0.028002,0.500000,-0.500000,TURN_RIGHT
140,0.244176,0.352109,141.979294,0.576001,0.000000,0.000000,0.029174,0.500000,-0.500000,TURN_RIGHT
141,0.235966,0.346400,141.755234,0.000000,0.000000,0.000000,0.028002,0.174339,0.245661,SEEK_LIGHT
142,0.226692,0.342657,141.562042,0.000000,0.000000,0.000000,0.026353,0.179252,0.240748,SEEK_LIGHT
143,0.216873,0.340765,141.394730,0.000000,0.000000,0.000000,0.024385,0.183372,0.236628,SEEK_LIGHT
144,0.206876,0.340535,141.249207,0.000000,0.000000,0.000000,0.022226,0.186838,0.233162,SEEK_LIGHT
145,0.196951,0.341756,141.122025,0.000000,0.000000,0.108996,0.019976,0.189759,0.230241,SEEK_LIGHT
146,0.187261,0.344227,141.436188,0.000000,0.000000,0.309997,0.017710,0.700000,0.600000,WALL_FOLLOW_RIGHT
147,0.177281,0.343582,141.256577,0.000000,0.000000,0.000000,0.016229,0.181414,0.238586,SEEK_LIGHT
148,0.167348,0.344730,141.098404,0.000000,0.000000,0.143995,0.014588,0.184827,0.235173,SEEK_LIGHT
149,0.157719,0.347429,141.412567,0.000000,0.000000,0.370998,0.012872,0.700000,0.600000,WALL_FOLLOW_RIGHT
150,0.147727,0.347020,141.201202,0.000000,0.000000,0.000000,0.011929,0.176359,0.243641,SEEK_LIGHT
151,0.137872,0.348717,141.013626,0.024999,0.019999,0.283996,0.010781,0.180147,0.239853,SEEK_LIGHT
152,0.128506,0.352221,141.327789,0.098996,0.080997,0.483000,0.009518,0.700000,0.600000,WALL_FOLLOW_RIGHT
153,0.118516,0.352660,141.085480,0.130995,0.161994,0.147995,0.008995,0.171436,0.248564,SEEK_LIGHT
154,0.108922,0.355483,141.399643,0.228995,0.196995,0.475999,0.008241,0.700000,0.600000,WALL_FOLLOW_RIGHT
155,0.098926,0.355203,141.713806,0.249996,0.292996,0.262996,0.008243,0.700000,0.600000,WALL_FOLLOW_RIGHT
156,0.089506,0.351848,142.027969,0.191995,0.320997,0.359997,0.009000,0.700000,0.600000,WALL_FOLLOW_RIGHT
157,0.081583,0.345746,142.342133,0.000000,0.271996,0.386998,0.010438,0.700000,0.600000,WALL_FOLLOW_RIGHT
158,0.075934,0.337495,142.656296,0.000000,0.071997,0.337997,0.012416,0.700000,0.600000,WALL_FOLLOW_RIGHT
159,0.073111,0.327901,142.099899,0.000000,0.000000,0.138995,0.014741,0.121447,0.298553,SEEK_LIGHT
160,0.065648,0.321246,142.414063,0.071997,0.372998,0.489000,0.016836,0.700000,0.600000,WALL_FOLLOW_RIGHT
161,0.060606,0.312610,142.728226,0.000000,0.170994,0.439999,0.019451,0.700000,0.600000,WALL_FOLLOW_RIGHT
162,0.058480,0.302838,143.042389,0.000000,0.000000,0.237995,0.022331,0.700000,0.600000,WALL_FOLLOW_RIGHT
163,0.059478,0.292888,143.541702,0.000000,0.000000,0.000000,0.025193,0.289469,0.130531,SEEK_LIGHT
164,0.065118,0.284631,143.959442,0.000000,0.000000,0.000000,0.027348,0.276486,0.143514,SEEK_LIGHT
165,0.073623,0.279371,144.312073,0.000000,0.000000,0.000000,0.028526,0.266122,0.153878,SEEK_LIGHT
166,0.083421,0.277373,144.611847,0.000000,0.000000,0.000000,0.028746,0.257710,0.162290,SEEK_LIGHT
167,0.093373,0.278357,144.868164,0.000000,0.000000,0.000000,0.028155,0.250794,0.169206,SEEK_LIGHT
168,0.102750,0.281832,145.088440,0.000000,0.000000,0.000000,0.026939,0.245058,0.174942,SEEK_LIGHT
169,0.111141,0.287272,145.278625,0.010999,0.000000,0.000000,0.025275,0.240268,0.179732,SEEK_LIGHT
170,0.118352,0.294200,145.443558,0.169994,0.000000,0.000000,0.023316,0.236249,0.183751,SEEK_LIGHT
171,0.124328,0.302218,145.587250,0.275996,0.144995,0.000000,0.021184,0.232869,0.187131,SEEK_LIGHT
172,0.129094,0.311009,145.273087,0.356997,0.280996,0.081997,0.018975,0.600000,0.700000,WALL_FOLLOW_LEFT
173,0.136344,0.317897,144.958923,0.346997,0.166994,0.000000,0.017616,0.600000,0.700000,WALL_FOLLOW_LEFT
174,0.145367,0.322208,144.644760,0.233995,0.000000,0.000000,0.017242,0.600000,0.700000,WALL_FOLLOW_LEFT
175,0.155281,0.323519,144.978378,0.000000,0.000000,0.000000,0.017887,0.263097,0.156903,SEEK_LIGHT
176,0.164218,0.328004,145.265411,0.301996,0.000000,0.000000,0.017851,0.255683,0.164317,SEEK_LIGHT
177,0.171521,0.334836,144.951248,0.473999,0.325997,0.000000,0.017256,0.600000,0.700000,WALL_FOLLOW_LEFT
178,0.180577,0.339077,144.637085,0.392998,0.000000,0.000000,0.017682,0.600000,0.700000,WALL_FOLLOW_LEFT
179,0.190500,0.340312,145.023590,0.000000,0.000000,0.000000,0.019088,0.271515,0.148485,SEEK_LIGHT
180,0.199226,0.345197,144.709427,0.485000,0.225995,0.000000,0.019710,0.600000,0.700000,WALL_FOLLOW_LEFT
181,0.209034,0.347146,144.395264,0.292996,0.000000,0.000000,0.021335,0.600000,0.700000,WALL_FOLLOW_LEFT
182,0.218965,0.345969,144.855087,0.000000,0.000000,0.000000,0.023804,0.283183,0.136817,SEEK_LIGHT
183,0.228386,0.349321,144.540924,0.441999,0.000000,0.000000,0.025448,0.600000,0.700000,WALL_FOLLOW_LEFT
184,0.238382,0.349597,144.991043,0.000000,0.000000,0.000000,0.028032,0.281640,0.138360,SEEK_LIGHT
185,0.247262,0.354196,148.132629,0.555001,0.000000,0.000000,0.029677,0.500000,-0.500000,TURN_RIGHT
186,0.238382,0.349598,151.274216,0.000000,0.000000,0.000000,0.028032,0.500000,-0.500000,TURN_RIGHT
